,Dominant_Topic,Perc_Contribution
418,14.0,0.33000001311302185
419,2.0,0.4438999891281128
420,4.0,0.762499988079071
421,18.0,0.864300012588501
422,12.0,0.6159999966621399
423,5.0,0.6367999911308289
424,8.0,0.8091999888420105
425,9.0,0.6935999989509583
426,6.0,0.30309998989105225
427,0.0,0.6014999747276306
428,4.0,0.6320000290870667
429,18.0,0.43070000410079956
430,11.0,0.9472000002861023
431,7.0,0.6351000070571899
432,7.0,0.6628000140190125
433,6.0,0.6758999824523926
434,19.0,0.6200000047683716
435,18.0,0.864300012588501
436,8.0,0.920799970626831
437,14.0,0.5684999823570251
438,14.0,0.4740000069141388
439,4.0,0.5422999858856201
440,7.0,0.762499988079071
441,13.0,0.680899977684021
442,4.0,0.6269000172615051
443,18.0,0.8100000023841858
444,10.0,0.5644999742507935
445,1.0,0.536300003528595
446,4.0,0.864300012588501
447,13.0,0.4724999964237213
448,4.0,0.3720000088214874
449,13.0,0.548799991607666
450,19.0,0.7466999888420105
451,17.0,0.6668999791145325
452,18.0,0.8216999769210815
453,3.0,0.7946000099182129
454,18.0,0.4092000126838684
455,18.0,0.864300012588501
456,0.0,0.8122000098228455
457,19.0,0.8626000285148621
458,15.0,0.5910999774932861
459,9.0,0.864300012588501
460,12.0,0.6881999969482422
461,10.0,0.8525999784469604
462,1.0,0.5062999725341797
463,17.0,0.6026999950408936
464,1.0,0.5411999821662903
465,18.0,0.864300012588501
466,6.0,0.944100022315979
467,1.0,0.8044000267982483
468,11.0,0.5491999983787537
469,9.0,0.864300012588501
470,10.0,0.9136000275611877
471,13.0,0.9405999779701233
472,7.0,0.8944000005722046
473,13.0,0.58160001039505
474,1.0,0.5281000137329102
475,7.0,0.31139999628067017
476,2.0,0.8812000155448914
477,7.0,0.8100000023841858
478,9.0,0.864300012588501
479,18.0,0.8346999883651733
480,14.0,0.5284000039100647
481,4.0,0.9366999864578247
482,5.0,0.695900022983551
483,19.0,0.3156000077724457
484,14.0,0.24529999494552612
485,4.0,0.7972999811172485
486,14.0,0.7955999970436096
487,18.0,0.36899998784065247
488,9.0,0.864300012588501
489,10.0,0.7315000295639038
490,16.0,0.6432999968528748
491,16.0,0.7161999940872192
492,1.0,0.421099990606308
493,17.0,0.5249999761581421
494,4.0,0.4153999984264374
495,8.0,0.6022999882698059
496,4.0,0.3005000054836273
497,6.0,0.6973000168800354
498,0.0,0.2736000120639801
499,16.0,0.9049999713897705
500,1.0,0.6560999751091003
501,17.0,0.47690001130104065
502,18.0,0.5968000292778015
503,17.0,0.8812000155448914
504,12.0,0.5394999980926514
505,19.0,0.920799970626831
506,13.0,0.4602000117301941
507,18.0,0.5382999777793884
508,17.0,0.8647000193595886
509,13.0,0.8578000068664551
510,4.0,0.84170001745224
511,18.0,0.8812000155448914
512,8.0,0.7669000029563904
513,8.0,0.920799970626831
514,17.0,0.7623000144958496
515,7.0,0.5879999995231628
516,4.0,0.4925000071525574
517,16.0,0.5853999853134155
518,7.0,0.4724999964237213
519,13.0,0.7457000017166138
520,13.0,0.6229000091552734
521,7.0,0.4634000062942505
522,18.0,0.5083000063896179
523,13.0,0.33059999346733093
524,10.0,0.9136000275611877
525,16.0,0.35249999165534973
526,6.0,0.7361000180244446
527,10.0,0.5680000185966492
528,7.0,0.722000002861023
529,0.0,0.6306999921798706
530,15.0,0.7567999958992004
531,14.0,0.42160001397132874
532,9.0,0.43619999289512634
533,4.0,0.349700003862381
534,18.0,0.6938999891281128
535,4.0,0.652999997138977
536,13.0,0.4569000005722046
537,6.0,0.5252000093460083
538,6.0,0.864300012588501
539,0.0,0.679099977016449
540,3.0,0.33219999074935913
541,10.0,0.9320999979972839
542,18.0,0.42170000076293945
543,5.0,0.5281999707221985
544,7.0,0.4311999976634979
545,2.0,0.7560999989509583
546,19.0,0.8306000232696533
547,3.0,0.3765000104904175
548,1.0,0.675000011920929
549,7.0,0.7067000269889832
550,1.0,0.3702000081539154
551,12.0,0.9405999779701233
552,14.0,0.5076000094413757
553,18.0,0.7709000110626221
554,19.0,0.4212999939918518
555,11.0,0.6424000263214111
556,4.0,0.5012000203132629
557,13.0,0.8100000023841858
558,2.0,0.920799970626831
559,14.0,0.5932999849319458
560,6.0,0.6316999793052673
561,4.0,0.48080000281333923
562,18.0,0.43630000948905945
563,15.0,0.49790000915527344
564,13.0,0.6833000183105469
565,14.0,0.6281999945640564
566,19.0,0.41749998927116394
567,15.0,0.5547999739646912
568,1.0,0.828499972820282
569,13.0,0.4293000102043152
570,3.0,0.5291000008583069
571,4.0,0.9320999979972839
572,9.0,0.5812000036239624
573,18.0,0.4092999994754791
574,4.0,0.33070001006126404
575,7.0,0.4932999908924103
576,8.0,0.2745000123977661
577,6.0,0.632099986076355
578,4.0,0.5468000173568726
579,3.0,0.4925000071525574
580,12.0,0.6158000230789185
581,17.0,0.6226999759674072
582,8.0,0.920799970626831
583,9.0,0.24009999632835388
584,4.0,0.8019999861717224
585,13.0,0.762499988079071
586,15.0,0.5814999938011169
587,9.0,0.6100000143051147
588,12.0,0.39640000462532043
589,18.0,0.9320999979972839
590,18.0,0.84170001745224
591,7.0,0.5911999940872192
592,16.0,0.5913000106811523
593,8.0,0.8737000226974487
594,13.0,0.7610999941825867
595,17.0,0.4462999999523163
596,5.0,0.5371999740600586
597,18.0,0.8944000005722046
598,13.0,0.5703999996185303
599,12.0,0.9405999779701233
600,17.0,0.8654000163078308
601,18.0,0.6468999981880188
602,18.0,0.9567999839782715
603,10.0,0.9320999979972839
604,14.0,0.5468000173568726
605,12.0,0.753000020980835
606,10.0,0.8396999835968018
607,18.0,0.4032999873161316
608,18.0,0.25679999589920044
609,2.0,0.6804999709129333
610,18.0,0.5167999863624573
611,16.0,0.4018000066280365
612,4.0,0.9405999779701233
613,1.0,0.5019999742507935
614,6.0,0.38089999556541443
615,16.0,0.6211000084877014
616,8.0,0.3517000079154968
617,18.0,0.9136000275611877
618,19.0,0.762499988079071
619,9.0,0.5475999712944031
620,9.0,0.613099992275238
621,12.0,0.5414999723434448
622,18.0,0.39500001072883606
623,12.0,0.48089998960494995
624,14.0,0.6324999928474426
625,18.0,0.5293999910354614
626,13.0,0.6833000183105469
627,5.0,0.5141000151634216
628,0.0,0.6100000143051147
629,5.0,0.45179998874664307
630,6.0,0.5386999845504761
631,10.0,0.6980000138282776
632,4.0,0.5577999949455261
633,15.0,0.8270000219345093
634,4.0,0.7544999718666077
635,12.0,0.9405999779701233
636,15.0,0.5537999868392944
637,18.0,0.45080000162124634
638,2.0,0.7723000049591064
639,4.0,0.8539000153541565
640,18.0,0.501800000667572
641,4.0,0.789900004863739
642,0.0,0.28630000352859497
643,4.0,0.4763999879360199
644,14.0,0.8812000155448914
645,11.0,0.7797999978065491
646,12.0,0.499099999666214
647,7.0,0.7914999723434448
648,4.0,0.9603999853134155
649,10.0,0.6276999711990356
650,0.0,0.9136000275611877
651,5.0,0.8944000005722046
652,8.0,0.5953999757766724
653,2.0,0.7559999823570251
654,15.0,0.59579998254776
655,9.0,0.864300012588501
656,18.0,0.3215999901294708
657,17.0,0.7264000177383423
658,17.0,0.4900999963283539
659,10.0,0.954800009727478
660,2.0,0.6280999779701233
661,0.0,0.5205000042915344
662,4.0,0.3418000042438507
663,12.0,0.45329999923706055
664,18.0,0.777899980545044
665,15.0,0.6342999935150146
666,8.0,0.920799970626831
667,0.0,0.708899974822998
668,7.0,0.5436000227928162
669,2.0,0.670799970626831
670,10.0,0.5680000185966492
671,12.0,0.5116000175476074
672,11.0,0.949999988079071
673,1.0,0.7418000102043152
674,17.0,0.9136000275611877
675,13.0,0.44530001282691956
676,13.0,0.5978000164031982
677,4.0,0.4171999990940094
678,13.0,0.7132999897003174
679,5.0,0.4023999869823456
680,12.0,0.6833000183105469
681,6.0,0.920199990272522
682,3.0,0.36890000104904175
683,4.0,0.5468000173568726
684,19.0,0.5468000173568726
685,2.0,0.6834999918937683
686,12.0,0.6158000230789185
687,9.0,0.5342000126838684
688,7.0,0.5698999762535095
689,17.0,0.4424000084400177
690,2.0,0.579200029373169
691,19.0,0.5231999754905701
692,12.0,0.6833000183105469
693,11.0,0.6592000126838684
694,5.0,0.4072999954223633
695,8.0,0.6762999892234802
696,5.0,0.920799970626831
697,12.0,0.6111999750137329
698,5.0,0.5924000144004822
699,19.0,0.27090001106262207
700,10.0,0.6676999926567078
701,6.0,0.920799970626831
702,15.0,0.7472000122070312
703,12.0,0.5026999711990356
704,9.0,0.864300012588501
705,4.0,0.4462999999523163
706,18.0,0.84170001745224
707,16.0,0.6643999814987183
708,16.0,0.671500027179718
709,4.0,0.4869999885559082
710,19.0,0.6424999833106995
711,16.0,0.671500027179718
712,2.0,0.5615000128746033
713,10.0,0.6632000207901001
714,9.0,0.9136000275611877
715,17.0,0.586899995803833
716,4.0,0.8944000005722046
717,12.0,0.7766000032424927
718,7.0,0.8100000023841858
719,12.0,0.4812000095844269
720,10.0,0.5990999937057495
721,18.0,0.9320999979972839
722,1.0,0.49540001153945923
723,14.0,0.7391999959945679
724,18.0,0.46129998564720154
725,13.0,0.6783000230789185
726,18.0,0.6226000189781189
727,12.0,0.5425999760627747
728,18.0,0.8307999968528748
729,8.0,0.7971000075340271
730,13.0,0.8100000023841858
731,14.0,0.5206999778747559
732,12.0,0.35920000076293945
733,8.0,0.48750001192092896
734,18.0,0.84170001745224
735,18.0,0.5060999989509583
736,15.0,0.5735999941825867
737,15.0,0.3901999890804291
738,16.0,0.762499988079071
739,11.0,0.7645999789237976
740,2.0,0.4672999978065491
741,18.0,0.3986000120639801
742,17.0,0.4796000123023987
743,14.0,0.38029998540878296
744,4.0,0.29100000858306885
745,12.0,0.7958999872207642
746,1.0,0.6100999712944031
747,0.0,0.8543999791145325
748,17.0,0.8500000238418579
749,18.0,0.6682999730110168
750,8.0,0.5062999725341797
751,18.0,0.7634999752044678
752,8.0,0.5321999788284302
753,11.0,0.6523000001907349
754,1.0,0.5146999955177307
755,7.0,0.48750001192092896
756,16.0,0.920799970626831
757,14.0,0.7524999976158142
758,6.0,0.670199990272522
759,6.0,0.7815999984741211
760,18.0,0.450300008058548
761,11.0,0.7479000091552734
762,1.0,0.6385999917984009
763,10.0,0.4099000096321106
764,7.0,0.8944000005722046
765,7.0,0.49149999022483826
766,8.0,0.920799970626831
767,4.0,0.39309999346733093
768,12.0,0.3197000026702881
769,17.0,0.9269000291824341
770,18.0,0.8001999855041504
771,18.0,0.8812000155448914
772,17.0,0.9269000291824341
773,4.0,0.5307999849319458
774,14.0,0.5253000259399414
775,13.0,0.6776999831199646
776,18.0,0.4666999876499176
777,13.0,0.6539999842643738
778,13.0,0.46369999647140503
779,4.0,0.6575000286102295
780,4.0,0.4657999873161316
781,2.0,0.7077999711036682
782,6.0,0.954800009727478
783,13.0,0.5990999937057495
784,17.0,0.5519999861717224
785,11.0,0.949999988079071
786,13.0,0.5498999953269958
787,16.0,0.44909998774528503
788,12.0,0.4194999933242798
789,13.0,0.8403000235557556
790,4.0,0.5863000154495239
791,4.0,0.8944000005722046
792,0.0,0.6680999994277954
793,15.0,0.7907000184059143
794,8.0,0.8889999985694885
795,11.0,0.5182999968528748
796,6.0,0.21080000698566437
797,16.0,0.3718999922275543
798,17.0,0.49149999022483826
799,2.0,0.65829998254776
800,7.0,0.5083000063896179
801,5.0,0.6039999723434448
802,10.0,0.7853000164031982
803,16.0,0.27149999141693115
804,6.0,0.9049999713897705
805,4.0,0.5467000007629395
806,8.0,0.920799970626831
807,16.0,0.35670000314712524
808,4.0,0.4553999900817871
809,18.0,0.450300008058548
810,7.0,0.8100000023841858
811,5.0,0.3499999940395355
812,17.0,0.864300012588501
813,9.0,0.5145999789237976
814,12.0,0.864300012588501
815,4.0,0.84170001745224
816,19.0,0.33899998664855957
817,3.0,0.6366000175476074
818,12.0,0.7073000073432922
819,17.0,0.8371000289916992
820,14.0,0.6328999996185303
821,9.0,0.49970000982284546
822,4.0,0.6061999797821045
823,18.0,0.4406999945640564
824,6.0,0.762499988079071
825,14.0,0.45350000262260437
826,4.0,0.6563000082969666
827,8.0,0.8335000276565552
828,19.0,0.4869000017642975
829,18.0,0.6636999845504761
830,11.0,0.7562000155448914
831,7.0,0.9269000291824341
832,11.0,0.920799970626831
833,14.0,0.5620999932289124
834,18.0,0.34130001068115234
835,13.0,0.5299999713897705
836,18.0,0.8026000261306763
837,3.0,0.9014000296592712
838,4.0,0.5918999910354614
839,4.0,0.6924999952316284
840,17.0,0.7235999703407288
841,7.0,0.48350000381469727
842,9.0,0.5249999761581421
843,13.0,0.6827999949455261
844,10.0,0.6692000031471252
845,8.0,0.7109000086784363
846,19.0,0.8812000155448914
847,14.0,0.84170001745224
848,13.0,0.6736000180244446
849,12.0,0.5313000082969666
850,8.0,0.920799970626831
851,0.0,0.4478999972343445
852,3.0,0.954800009727478
853,4.0,0.41819998621940613
854,6.0,0.5376999974250793
855,2.0,0.4878000020980835
856,4.0,0.5041000247001648
857,12.0,0.41029998660087585
858,11.0,0.9366999864578247
859,15.0,0.6758999824523926
860,4.0,0.544700026512146
861,14.0,0.9003999829292297
862,10.0,0.9320999979972839
863,9.0,0.49970000982284546
864,18.0,0.5633000135421753
865,17.0,0.37299999594688416
866,4.0,0.9620000123977661
867,6.0,0.5245000123977661
868,4.0,0.7882999777793884
869,6.0,0.3968999981880188
870,13.0,0.5270000100135803
871,1.0,0.5764999985694885
872,11.0,0.5145999789237976
873,6.0,0.5807999968528748
874,17.0,0.6777999997138977
875,4.0,0.864300012588501
876,8.0,0.5582000017166138
877,4.0,0.5076000094413757
878,13.0,0.5703999996185303
879,16.0,0.779699981212616
880,8.0,0.5027999877929688
881,19.0,0.43790000677108765
882,15.0,0.6452999711036682
883,7.0,0.5034999847412109
884,18.0,0.6008999943733215
885,7.0,0.49239999055862427
886,4.0,0.5169000029563904
887,8.0,0.4853000044822693
888,5.0,0.612500011920929
889,7.0,0.40869998931884766
890,12.0,0.28139999508857727
891,8.0,0.920799970626831
892,8.0,0.4074999988079071
893,3.0,0.5916000008583069
894,7.0,0.5799999833106995
895,13.0,0.46399998664855957
896,18.0,0.9049999713897705
897,9.0,0.6154000163078308
898,19.0,0.838100016117096
899,18.0,0.7541999816894531
900,8.0,0.41600000858306885
901,15.0,0.8944000005722046
902,12.0,0.5077000260353088
903,4.0,0.5435000061988831
904,15.0,0.7483000159263611
905,18.0,0.7634999752044678
906,1.0,0.8982999920845032
907,9.0,0.4496999979019165
908,18.0,0.6647999882698059
909,12.0,0.25119999051094055
910,14.0,0.7124999761581421
911,9.0,0.7432000041007996
912,3.0,0.44020000100135803
913,18.0,0.864300012588501
914,17.0,0.6370000243186951
915,4.0,0.4287000000476837
916,4.0,0.45820000767707825
917,10.0,0.5680000185966492
918,4.0,0.3752000033855438
919,4.0,0.5609999895095825
920,16.0,0.4796000123023987
921,7.0,0.6962000131607056
922,6.0,0.4708999991416931
923,0.0,0.8539999723434448
924,19.0,0.4684000015258789
925,2.0,0.9524999856948853
926,0.0,0.7815999984741211
927,7.0,0.45719999074935913
928,18.0,0.864300012588501
929,4.0,0.5827000141143799
930,4.0,0.5042999982833862
931,0.0,0.7939000129699707
932,5.0,0.920799970626831
933,8.0,0.84170001745224
934,3.0,0.7986000180244446
935,13.0,0.5439000129699707
936,6.0,0.864300012588501
937,8.0,0.920799970626831
938,17.0,0.6618000268936157
939,0.0,0.762499988079071
940,18.0,0.38769999146461487
